case_id,state,district,land_type,acquisition_stage,case_age_days,days_in_stage,number_of_landowners,litigation_present,number_of_objections,compensation_delay_days,previous_stage_delay_days,historical_delay_rate,land_area_hectares,final_additional_delay_days
LA00798,Maharashtra,Nagpur,Agricultural,Objection,292,180,59,0,7,19,78,0.356,5.37,283
LA00799,Gujarat,Vadodara,Commercial,Compensation,284,39,54,0,6,17,5,0.266,6.82,224
LA00800,Maharashtra,Nashik,Commercial,Compensation,413,140,48,0,8,118,26,0.213,11.41,271
LA00801,Rajasthan,Udaipur,Agricultural,Possession,443,169,26,0,5,30,58,0.234,4.64,182
LA00802,Gujarat,Surat,Agricultural,Compensation,105,99,31,0,6,108,74,0.325,23.09,248
LA00803,Uttar Pradesh,Varanasi,Agricultural,Notification,178,67,37,0,5,15,43,0.308,13.43,118
LA00804,Punjab,Ludhiana,Agricultural,Compensation,127,49,11,0,6,35,7,0.257,6.1,136
LA00805,Madhya Pradesh,Bhopal,Commercial,Notification,80,34,41,0,10,5,50,0.256,3.8,207
LA00806,Madhya Pradesh,Jabalpur,Residential,Objection,31,31,36,1,7,23,38,0.242,21.87,143
LA00807,Uttar Pradesh,Agra,Agricultural,Objection,68,68,32,0,8,15,62,0.138,6.28,187
LA00808,Rajasthan,Jodhpur,Residential,Compensation,277,95,51,0,12,7,44,0.393,2.13,264
LA00809,Maharashtra,Aurangabad,Agricultural,Notification,101,43,42,0,4,9,72,0.086,20.51,128
LA00810,Punjab,Ludhiana,Residential,Notification,121,100,56,0,6,2,9,0.408,3.57,218
LA00811,Rajasthan,Kota,Agricultural,Notification,85,85,59,0,7,24,50,0.237,17.61,234
LA00812,Punjab,Amritsar,Residential,Possession,371,7,50,0,4,1,59,0.417,0.6,164
LA00813,Madhya Pradesh,Bhopal,Agricultural,Compensation,329,8,18,0,3,10,32,0.143,5.11,105
LA00814,Gujarat,Rajkot,Industrial,Notification,483,173,12,0,3,25,38,0.186,23.57,153
LA00815,Madhya Pradesh,Bhopal,Agricultural,Notification,82,82,18,1,8,1,56,0.45,7.43,186
LA00816,Punjab,Ludhiana,Agricultural,Compensation,128,106,43,0,9,111,36,0.222,13.44,245
LA00817,Rajasthan,Kota,Agricultural,Objection,244,164,52,0,10,23,31,0.254,3.0,247
LA00818,Rajasthan,Udaipur,Agricultural,Compensation,335,108,53,0,5,27,47,0.22,10.46,225
LA00819,Uttar Pradesh,Lucknow,Agricultural,Objection,91,91,42,0,8,2,65,0.163,7.42,197
LA00820,Punjab,Patiala,Residential,Possession,129,42,41,1,6,8,10,0.309,9.42,204
LA00821,Rajasthan,Kota,Residential,Objection,228,147,58,1,8,18,70,0.355,56.79,290
LA00822,Uttar Pradesh,Varanasi,Agricultural,Compensation,38,38,42,1,11,101,16,0.249,27.24,238
LA00823,Rajasthan,Jaipur,Residential,Notification,216,57,9,0,1,16,7,0.097,16.31,80
LA00824,Uttar Pradesh,Varanasi,Residential,Possession,387,134,31,0,6,8,14,0.236,16.52,164
LA00825,Uttar Pradesh,Kanpur,Agricultural,Possession,278,132,22,0,5,16,6,0.095,2.98,127
LA00826,Rajasthan,Udaipur,Agricultural,Compensation,234,21,39,0,5,105,77,0.214,4.61,239
LA00827,Madhya Pradesh,Indore,Agricultural,Compensation,259,33,39,1,6,31,23,0.441,1.6,244
LA00828,Punjab,Bathinda,Agricultural,Objection,475,109,18,0,6,16,62,0.041,2.08,118
LA00829,Punjab,Patiala,Commercial,Possession,275,114,18,0,3,11,14,0.304,3.04,161
LA00830,Rajasthan,Jaipur,Industrial,Compensation,281,120,6,0,4,117,42,0.055,7.18,195
LA00831,Gujarat,Rajkot,Residential,Objection,468,70,18,0,1,11,34,0.161,2.17,105
LA00832,Gujarat,Rajkot,Agricultural,Compensation,104,104,50,0,3,89,53,0.363,7.11,249
LA00833,Maharashtra,Nashik,Residential,Compensation,75,75,40,0,10,63,80,0.367,6.33,241
LA00834,Rajasthan,Kota,Residential,Possession,241,41,57,0,10,18,52,0.337,2.38,258
LA00835,Punjab,Amritsar,Agricultural,Compensation,180,25,56,1,15,53,56,0.35,33.97,306
LA00836,Madhya Pradesh,Gwalior,Commercial,Compensation,125,125,52,0,6,27,21,0.211,1.96,228
LA00837,Madhya Pradesh,Jabalpur,Agricultural,Compensation,86,86,11,0,2,81,9,0.077,22.59,118
LA00838,Gujarat,Rajkot,Agricultural,Objection,443,86,21,0,4,17,7,0.313,0.78,158
LA00839,Rajasthan,Jaipur,Agricultural,Objection,319,41,4,0,0,27,24,0.063,6.41,90
LA00840,Punjab,Bathinda,Agricultural,Notification,355,21,6,1,3,20,44,0.233,2.23,124
LA00841,Gujarat,Surat,Industrial,Compensation,85,31,14,0,5,81,4,0.055,3.84,123
LA00842,Uttar Pradesh,Kanpur,Agricultural,Objection,190,23,17,0,4,2,21,0.055,45.16,111
LA00843,Punjab,Bathinda,Agricultural,Objection,322,98,1,0,2,15,51,0.09,5.22,92
LA00844,Rajasthan,Jodhpur,Agricultural,Objection,278,39,51,0,6,10,70,0.245,2.45,210
LA00845,Rajasthan,Jodhpur,Agricultural,Objection,357,27,32,0,8,0,80,0.188,12.03,161
LA00846,Rajasthan,Jodhpur,Agricultural,Compensation,345,54,40,0,6,60,19,0.114,5.18,227
LA00847,Rajasthan,Udaipur,Agricultural,Objection,224,128,40,1,10,5,8,0.334,8.59,232
LA00848,Rajasthan,Jodhpur,Residential,Notification,398,92,59,0,15,0,46,0.44,2.96,241
LA00849,Madhya Pradesh,Indore,Agricultural,Compensation,152,32,9,0,2,74,75,0.047,3.11,139
LA00850,Uttar Pradesh,Agra,Commercial,Objection,67,67,21,0,3,1,34,0.231,3.36,141
LA00851,Punjab,Ludhiana,Agricultural,Objection,460,91,19,0,6,25,73,0.02,16.42,130
LA00852,Madhya Pradesh,Indore,Residential,Objection,40,37,34,0,6,18,60,0.147,5.89,201
LA00853,Punjab,Ludhiana,Commercial,Possession,163,126,32,0,5,29,72,0.049,2.59,221
LA00854,Gujarat,Ahmedabad,Agricultural,Objection,83,83,48,0,6,2,77,0.359,8.69,213
LA00855,Gujarat,Vadodara,Agricultural,Compensation,139,100,34,0,7,114,8,0.283,8.0,240
LA00856,Punjab,Ludhiana,Industrial,Possession,216,33,15,0,1,26,33,0.052,13.11,141
LA00857,Gujarat,Vadodara,Agricultural,Compensation,91,59,34,0,9,24,4,0.24,4.56,205
LA00858,Rajasthan,Udaipur,Residential,Objection,249,110,58,0,6,23,3,0.391,6.84,230
LA00859,Madhya Pradesh,Gwalior,Agricultural,Compensation,466,180,35,0,6,56,38,0.323,11.26,245
LA00860,Madhya Pradesh,Indore,Agricultural,Compensation,94,94,36,0,6,94,53,0.186,2.69,196
LA00861,Punjab,Ludhiana,Agricultural,Objection,466,169,11,0,5,15,71,0.02,17.93,172
LA00862,Punjab,Bathinda,Industrial,Compensation,223,151,1,0,1,109,10,0.02,7.51,182
LA00863,Rajasthan,Udaipur,Agricultural,Objection,309,106,13,0,3,3,2,0.193,2.46,143
LA00864,Madhya Pradesh,Gwalior,Commercial,Notification,238,119,2,0,0,0,8,0.255,2.44,110
LA00865,Punjab,Ludhiana,Residential,Objection,179,134,28,0,8,6,75,0.19,6.69,204
LA00866,Madhya Pradesh,Bhopal,Agricultural,Notification,81,81,53,0,8,3,53,0.233,4.26,181
LA00867,Madhya Pradesh,Indore,Agricultural,Objection,309,117,27,0,2,30,38,0.37,15.71,185
LA00868,Punjab,Ludhiana,Agricultural,Compensation,461,28,39,1,12,100,8,0.373,5.55,231
LA00869,Maharashtra,Aurangabad,Agricultural,Possession,275,159,52,0,7,0,30,0.178,10.0,230
LA00870,Rajasthan,Jaipur,Residential,Notification,312,6,46,1,10,14,10,0.351,3.16,173
LA00871,Maharashtra,Nashik,Agricultural,Compensation,333,79,40,0,8,31,2,0.316,7.22,214
LA00872,Gujarat,Rajkot,Agricultural,Compensation,213,81,48,1,18,77,35,0.378,27.54,317
LA00873,Rajasthan,Udaipur,Residential,Notification,86,86,17,0,3,20,40,0.209,6.37,136
LA00874,Rajasthan,Jaipur,Residential,Objection,268,20,26,0,6,26,36,0.055,4.25,141
LA00875,Madhya Pradesh,Indore,Agricultural,Notification,439,88,24,0,5,18,70,0.059,3.11,157
LA00876,Uttar Pradesh,Kanpur,Residential,Objection,177,67,48,0,5,28,74,0.199,7.25,242
LA00877,Uttar Pradesh,Kanpur,Agricultural,Objection,440,22,25,0,6,19,9,0.157,30.24,124
LA00878,Madhya Pradesh,Jabalpur,Residential,Objection,432,44,57,1,14,16,22,0.434,1.89,264
LA00879,Uttar Pradesh,Varanasi,Agricultural,Compensation,145,79,12,0,2,21,40,0.177,7.03,165
LA00880,Uttar Pradesh,Varanasi,Agricultural,Notification,300,166,11,0,1,21,32,0.318,1.33,153
LA00881,Rajasthan,Jaipur,Agricultural,Notification,382,73,43,0,5,23,35,0.181,4.9,133
LA00882,Punjab,Ludhiana,Residential,Notification,263,159,46,0,7,24,57,0.23,9.61,212
LA00883,Maharashtra,Nagpur,Residential,Compensation,359,134,41,0,7,103,14,0.181,1.52,262
LA00884,Rajasthan,Jaipur,Agricultural,Objection,459,149,19,0,5,22,66,0.243,4.74,173
LA00885,Madhya Pradesh,Indore,Industrial,Compensation,325,155,1,0,1,75,21,0.176,9.88,189
LA00886,Madhya Pradesh,Bhopal,Commercial,Objection,424,130,20,0,0,15,28,0.114,8.42,184
LA00887,Rajasthan,Udaipur,Agricultural,Notification,407,134,28,0,5,17,17,0.353,10.37,156
LA00888,Gujarat,Ahmedabad,Residential,Possession,412,32,25,0,3,25,51,0.117,2.79,115
LA00889,Rajasthan,Jaipur,Agricultural,Notification,431,131,56,0,7,4,56,0.372,9.88,223
LA00890,Gujarat,Ahmedabad,Industrial,Notification,136,13,52,1,10,16,50,0.498,4.06,217
LA00891,Rajasthan,Jaipur,Agricultural,Notification,38,38,47,0,5,23,39,0.146,15.09,190
LA00892,Madhya Pradesh,Gwalior,Agricultural,Possession,102,102,2,0,4,8,24,0.141,0.73,83
LA00893,Uttar Pradesh,Agra,Agricultural,Compensation,147,138,8,0,2,119,55,0.02,5.53,194
LA00894,Punjab,Bathinda,Agricultural,Compensation,355,118,27,1,6,29,9,0.352,8.16,237
LA00895,Madhya Pradesh,Indore,Residential,Possession,270,69,38,0,4,9,25,0.133,28.49,175
LA00896,Uttar Pradesh,Kanpur,Agricultural,Notification,250,70,41,1,6,11,55,0.381,8.06,207
LA00897,Uttar Pradesh,Kanpur,Agricultural,Possession,34,34,18,0,9,29,56,0.221,8.92,138
LA00898,Rajasthan,Kota,Agricultural,Objection,352,88,7,0,3,2,21,0.2,10.76,142
LA00899,Rajasthan,Udaipur,Industrial,Compensation,201,64,20,0,1,25,27,0.223,25.87,148
LA00900,Uttar Pradesh,Lucknow,Commercial,Objection,388,91,48,1,7,1,25,0.366,5.04,251
LA00901,Rajasthan,Kota,Agricultural,Objection,83,83,60,0,13,24,71,0.286,1.82,253
LA00902,Rajasthan,Udaipur,Agricultural,Possession,169,47,57,0,7,14,46,0.288,1.5,174
LA00903,Gujarat,Rajkot,Agricultural,Notification,55,55,36,0,7,13,9,0.131,14.36,136
LA00904,Punjab,Patiala,Industrial,Possession,164,60,6,0,3,29,13,0.09,9.24,97
LA00905,Maharashtra,Nagpur,Residential,Objection,464,52,59,0,14,23,5,0.291,5.72,228
LA00906,Madhya Pradesh,Jabalpur,Residential,Compensation,261,78,10,0,2,73,19,0.056,4.11,131
LA00907,Maharashtra,Nagpur,Industrial,Possession,237,23,17,0,4,8,18,0.02,8.85,110
LA00908,Gujarat,Rajkot,Agricultural,Notification,158,111,59,1,7,8,36,0.298,9.11,250
LA00909,Maharashtra,Pune,Residential,Possession,154,134,31,0,4,18,60,0.02,11.94,171
LA00910,Rajasthan,Jodhpur,Agricultural,Compensation,344,173,12,1,7,14,71,0.211,2.44,205
LA00911,Madhya Pradesh,Bhopal,Agricultural,Compensation,494,54,31,0,4,58,45,0.225,1.27,167
LA00912,Gujarat,Ahmedabad,Agricultural,Notification,381,99,5,0,2,12,62,0.02,2.96,100
LA00913,Maharashtra,Nashik,Agricultural,Compensation,377,93,19,1,6,21,53,0.277,1.91,219
LA00914,Punjab,Ludhiana,Industrial,Compensation,252,133,58,0,15,116,25,0.303,1.82,341
LA00915,Uttar Pradesh,Agra,Agricultural,Compensation,76,76,18,0,3,92,49,0.055,35.51,160
LA00916,Maharashtra,Nashik,Commercial,Notification,370,147,54,0,9,16,24,0.253,0.77,269
LA00917,Uttar Pradesh,Kanpur,Residential,Objection,410,154,33,0,7,22,25,0.294,11.82,202
LA00918,Madhya Pradesh,Jabalpur,Residential,Possession,270,24,40,0,9,18,79,0.16,18.3,163
LA00919,Gujarat,Rajkot,Industrial,Notification,73,67,43,0,8,7,73,0.253,19.84,167
LA00920,Uttar Pradesh,Agra,Agricultural,Compensation,365,119,34,1,6,49,52,0.339,9.75,224
LA00921,Punjab,Amritsar,Agricultural,Possession,463,100,3,0,2,9,48,0.029,27.66,104
LA00922,Uttar Pradesh,Varanasi,Agricultural,Notification,135,89,56,0,11,10,55,0.379,43.97,223
LA00923,Maharashtra,Pune,Agricultural,Notification,105,35,29,0,4,28,60,0.222,5.46,128
LA00924,Rajasthan,Kota,Industrial,Compensation,377,105,40,0,14,74,4,0.228,11.56,231
LA00925,Gujarat,Surat,Agricultural,Notification,186,135,34,0,4,25,29,0.396,26.46,165
LA00926,Punjab,Ludhiana,Agricultural,Compensation,366,11,40,1,11,32,8,0.423,3.12,199
LA00927,Uttar Pradesh,Kanpur,Agricultural,Compensation,361,109,22,0,4,85,42,0.03,5.78,203
LA00928,Gujarat,Surat,Agricultural,Compensation,155,155,51,0,5,23,23,0.237,3.95,274
LA00929,Maharashtra,Pune,Residential,Objection,49,49,14,0,4,17,26,0.334,11.72,165
LA00930,Uttar Pradesh,Kanpur,Agricultural,Compensation,291,172,40,0,4,59,68,0.149,1.11,258
LA00931,Uttar Pradesh,Lucknow,Commercial,Compensation,222,67,35,0,5,63,16,0.218,31.08,195
LA00932,Madhya Pradesh,Gwalior,Residential,Objection,432,5,31,0,7,20,73,0.301,12.6,155
LA00933,Gujarat,Ahmedabad,Commercial,Compensation,198,125,2,0,0,16,34,0.139,13.33,149
LA00934,Uttar Pradesh,Agra,Agricultural,Possession,147,42,24,0,3,15,15,0.234,0.7,119
LA00935,Maharashtra,Aurangabad,Residential,Compensation,435,6,3,1,6,67,11,0.262,2.61,150
LA00936,Punjab,Ludhiana,Agricultural,Compensation,376,36,31,0,4,71,57,0.199,32.8,221
LA00937,Rajasthan,Udaipur,Agricultural,Objection,321,169,42,0,7,17,73,0.178,6.19,234
LA00938,Rajasthan,Kota,Residential,Notification,479,142,32,0,6,22,70,0.239,1.32,236
LA00939,Maharashtra,Aurangabad,Residential,Objection,398,53,46,0,8,24,13,0.225,9.22,171
LA00940,Uttar Pradesh,Lucknow,Agricultural,Notification,437,110,22,0,0,0,71,0.118,14.57,138
LA00941,Madhya Pradesh,Gwalior,Industrial,Possession,406,64,19,1,8,11,18,0.381,12.57,174
LA00942,Maharashtra,Aurangabad,Agricultural,Objection,219,36,27,0,3,27,37,0.15,6.36,119
LA00943,Punjab,Bathinda,Residential,Possession,59,59,14,0,5,9,0,0.275,23.0,132
LA00944,Maharashtra,Pune,Industrial,Notification,315,148,49,0,10,25,20,0.292,3.66,256
LA00945,Rajasthan,Udaipur,Agricultural,Objection,390,68,49,0,9,17,25,0.257,12.68,242
LA00946,Rajasthan,Jaipur,Commercial,Objection,497,67,25,0,7,8,77,0.036,8.46,170
LA00947,Punjab,Patiala,Residential,Objection,351,148,48,1,8,10,22,0.534,6.47,230
LA00948,Rajasthan,Jodhpur,Commercial,Compensation,297,86,2,0,0,113,22,0.087,5.06,157
LA00949,Punjab,Patiala,Residential,Possession,301,71,10,0,5,3,22,0.02,5.24,116
LA00950,Gujarat,Vadodara,Residential,Possession,84,73,17,0,2,9,20,0.223,7.63,119
LA00951,Rajasthan,Jaipur,Agricultural,Notification,33,33,24,0,4,21,43,0.168,5.51,123
LA00952,Gujarat,Vadodara,Residential,Compensation,51,51,14,1,4,73,16,0.162,15.38,161
LA00953,Uttar Pradesh,Varanasi,Agricultural,Notification,456,12,31,0,6,29,23,0.275,4.32,131
LA00954,Maharashtra,Nashik,Industrial,Possession,402,89,48,0,7,11,43,0.058,35.46,214
LA00955,Madhya Pradesh,Indore,Agricultural,Compensation,152,82,28,0,4,4,61,0.129,4.13,195
LA00956,Uttar Pradesh,Varanasi,Agricultural,Objection,229,53,27,0,5,12,8,0.161,18.54,112
LA00957,Maharashtra,Pune,Industrial,Notification,257,67,4,0,0,25,28,0.162,19.36,79
LA00958,Uttar Pradesh,Agra,Agricultural,Notification,146,79,17,0,2,28,46,0.323,8.72,102
LA00959,Punjab,Patiala,Agricultural,Objection,229,69,49,0,8,13,74,0.248,7.98,246
LA00960,Maharashtra,Nashik,Residential,Possession,193,164,49,0,7,18,76,0.302,3.56,266
LA00961,Rajasthan,Udaipur,Agricultural,Compensation,357,98,7,0,0,116,70,0.324,4.41,147
LA00962,Maharashtra,Nashik,Agricultural,Possession,386,93,2,0,2,4,40,0.091,9.21,92
LA00963,Punjab,Bathinda,Agricultural,Notification,76,51,50,0,5,7,7,0.302,7.06,163
LA00964,Gujarat,Ahmedabad,Agricultural,Compensation,249,166,11,1,6,17,78,0.132,24.12,189
LA00965,Punjab,Patiala,Agricultural,Objection,496,9,35,0,7,5,50,0.373,4.69,181
LA00966,Uttar Pradesh,Kanpur,Agricultural,Compensation,439,101,50,0,4,104,73,0.206,4.98,278
LA00967,Uttar Pradesh,Lucknow,Agricultural,Objection,403,34,48,0,6,8,74,0.281,1.4,199
LA00968,Gujarat,Ahmedabad,Agricultural,Objection,376,140,34,0,8,10,64,0.234,14.06,195
LA00969,Punjab,Patiala,Agricultural,Compensation,32,32,23,0,4,39,34,0.175,12.85,140
LA00970,Rajasthan,Kota,Residential,Notification,488,56,47,0,11,16,49,0.232,19.63,196
LA00971,Gujarat,Vadodara,Residential,Compensation,376,15,42,0,2,72,55,0.25,20.77,194
LA00972,Maharashtra,Pune,Agricultural,Compensation,448,144,51,0,8,56,71,0.415,16.26,283
LA00973,Maharashtra,Nagpur,Agricultural,Notification,458,74,31,1,11,15,18,0.493,16.96,203
LA00974,Maharashtra,Aurangabad,Industrial,Possession,149,51,57,0,9,15,44,0.283,13.6,192
LA00975,Rajasthan,Jaipur,Residential,Compensation,36,36,47,0,6,60,48,0.221,15.86,207
LA00976,Gujarat,Surat,Agricultural,Possession,340,8,4,0,1,30,16,0.031,1.17,62
LA00977,Rajasthan,Jodhpur,Agricultural,Compensation,246,87,18,0,2,116,32,0.362,2.46,223
LA00978,Uttar Pradesh,Varanasi,Agricultural,Compensation,39,33,48,1,14,40,74,0.386,2.09,281
LA00979,Maharashtra,Nashik,Commercial,Compensation,157,27,7,0,2,94,1,0.198,26.32,136
LA00980,Uttar Pradesh,Agra,Industrial,Possession,496,8,43,0,9,19,40,0.304,3.38,188
LA00981,Uttar Pradesh,Kanpur,Industrial,Compensation,201,37,21,0,3,26,49,0.336,3.96,162
LA00982,Madhya Pradesh,Bhopal,Agricultural,Objection,152,152,13,0,4,24,73,0.114,7.44,182
LA00983,Uttar Pradesh,Varanasi,Agricultural,Notification,338,83,33,1,7,14,22,0.221,2.13,181
LA00984,Uttar Pradesh,Varanasi,Agricultural,Compensation,343,180,56,0,7,74,31,0.439,10.81,321
LA00985,Uttar Pradesh,Kanpur,Agricultural,Notification,186,52,54,0,12,8,6,0.365,0.88,172
LA00986,Uttar Pradesh,Kanpur,Agricultural,Objection,429,139,25,1,5,1,27,0.314,2.28,177
LA00987,Uttar Pradesh,Kanpur,Residential,Notification,303,20,1,0,2,21,80,0.21,9.01,92
LA00988,Gujarat,Rajkot,Agricultural,Compensation,105,24,54,1,14,85,62,0.438,2.13,297
LA00989,Gujarat,Rajkot,Industrial,Notification,183,7,54,0,8,11,34,0.411,27.09,234
LA00990,Madhya Pradesh,Indore,Agricultural,Compensation,429,163,37,0,6,79,51,0.241,7.74,218
LA00991,Maharashtra,Nashik,Agricultural,Compensation,72,72,38,0,8,57,78,0.301,22.92,229
LA00992,Uttar Pradesh,Kanpur,Industrial,Possession,35,35,32,0,6,12,35,0.246,10.57,154
LA00993,Gujarat,Ahmedabad,Residential,Objection,339,168,1,0,2,27,23,0.061,7.3,133
LA00994,Maharashtra,Aurangabad,Agricultural,Compensation,238,63,10,0,3,67,71,0.105,2.73,183
LA00995,Uttar Pradesh,Varanasi,Residential,Compensation,149,132,9,0,3,75,68,0.086,18.71,196
LA00996,Uttar Pradesh,Kanpur,Agricultural,Compensation,252,93,55,0,5,112,41,0.304,11.49,240
LA00997,Uttar Pradesh,Agra,Agricultural,Compensation,116,100,3,0,2,41,0,0.058,59.42,145
LA00998,Maharashtra,Nashik,Agricultural,Objection,206,121,34,0,7,0,1,0.248,16.92,203
LA00999,Punjab,Amritsar,Agricultural,Possession,140,87,22,0,2,25,9,0.193,4.97,137
LA01000,Uttar Pradesh,Kanpur,Residential,Notification,306,9,1,0,2,12,56,0.104,9.87,37
LA01001,Madhya Pradesh,Jabalpur,Agricultural,Possession,347,18,56,0,5,7,14,0.304,11.27,176
LA01002,Madhya Pradesh,Gwalior,Residential,Compensation,460,93,2,0,4,94,5,0.05,23.64,151
LA01003,Uttar Pradesh,Varanasi,Commercial,Objection,61,61,52,0,9,30,55,0.257,27.71,248
LA01004,Punjab,Bathinda,Agricultural,Compensation,184,133,47,0,7,37,38,0.125,6.28,202
LA01005,Rajasthan,Kota,Agricultural,Notification,154,105,48,0,5,9,42,0.248,2.19,177
LA01006,Punjab,Amritsar,Agricultural,Compensation,302,38,10,0,4,53,15,0.044,1.16,140
LA01007,Punjab,Patiala,Commercial,Compensation,281,69,53,0,4,22,17,0.281,2.36,251
LA01008,Uttar Pradesh,Agra,Residential,Notification,443,83,36,1,4,29,19,0.257,4.09,190
LA01009,Madhya Pradesh,Gwalior,Residential,Notification,462,178,25,0,3,16,52,0.02,33.26,186
LA01010,Uttar Pradesh,Varanasi,Agricultural,Compensation,394,98,41,0,8,65,79,0.42,33.77,264
LA01011,Gujarat,Surat,Agricultural,Objection,123,116,21,0,2,12,74,0.139,19.3,174
LA01012,Madhya Pradesh,Gwalior,Agricultural,Possession,49,49,17,0,1,25,9,0.257,25.29,114
LA01013,Gujarat,Ahmedabad,Agricultural,Compensation,453,68,18,0,5,51,55,0.111,3.64,172
LA01014,Gujarat,Vadodara,Residential,Compensation,474,174,35,0,11,21,61,0.36,1.62,237
LA01015,Uttar Pradesh,Agra,Agricultural,Objection,147,123,37,1,10,10,3,0.237,2.7,224
LA01016,Punjab,Amritsar,Agricultural,Compensation,51,51,15,0,5,36,51,0.157,0.97,126
LA01017,Maharashtra,Nagpur,Agricultural,Possession,350,136,15,0,3,6,36,0.051,2.43,144
LA01018,Maharashtra,Pune,Agricultural,Notification,307,114,57,1,13,15,15,0.614,4.46,258
LA01019,Rajasthan,Kota,Residential,Objection,448,10,31,0,2,26,63,0.173,8.73,153
LA01020,Rajasthan,Kota,Agricultural,Objection,300,107,52,0,6,4,75,0.34,8.46,213
LA01021,Rajasthan,Jodhpur,Industrial,Objection,388,27,20,0,2,24,48,0.19,3.71,122
LA01022,Rajasthan,Jaipur,Commercial,Compensation,400,111,18,0,3,100,16,0.147,13.05,198
LA01023,Punjab,Amritsar,Industrial,Compensation,34,34,17,0,3,81,34,0.187,3.78,174
LA01024,Punjab,Ludhiana,Residential,Compensation,99,99,32,1,7,34,41,0.415,7.46,257
LA01025,Madhya Pradesh,Indore,Residential,Objection,397,59,47,0,6,15,73,0.31,2.44,190
LA01026,Rajasthan,Kota,Residential,Notification,114,15,31,0,4,19,64,0.209,21.95,112
LA01027,Rajasthan,Jaipur,Agricultural,Objection,127,123,18,1,7,9,54,0.299,7.54,170
LA01028,Gujarat,Vadodara,Agricultural,Possession,384,127,58,0,9,6,61,0.454,14.57,235
LA01029,Uttar Pradesh,Lucknow,Residential,Compensation,126,89,35,1,11,22,56,0.291,2.19,269
LA01030,Maharashtra,Aurangabad,Agricultural,Objection,100,100,24,0,3,4,25,0.022,8.8,158
LA01031,Maharashtra,Nagpur,Agricultural,Compensation,36,36,1,0,1,112,10,0.02,13.1,96
LA01032,Gujarat,Surat,Industrial,Notification,251,95,34,0,7,27,67,0.131,0.96,211
LA01033,Madhya Pradesh,Gwalior,Agricultural,Objection,329,13,38,0,6,24,44,0.154,23.76,181
LA01034,Gujarat,Ahmedabad,Agricultural,Objection,374,158,56,0,8,5,77,0.224,2.12,224
LA01035,Rajasthan,Jaipur,Residential,Possession,456,87,14,1,5,17,55,0.237,9.12,144
LA01036,Madhya Pradesh,Jabalpur,Agricultural,Compensation,336,123,10,1,10,78,38,0.255,44.15,183
LA01037,Punjab,Bathinda,Industrial,Compensation,386,165,60,1,10,6,52,0.429,19.2,313
LA01038,Rajasthan,Jaipur,Agricultural,Notification,129,68,34,0,4,19,52,0.149,1.67,150
LA01039,Maharashtra,Nashik,Industrial,Notification,190,114,2,0,1,9,79,0.169,6.18,114
LA01040,Madhya Pradesh,Bhopal,Commercial,Compensation,173,8,7,0,3,97,29,0.153,25.37,102
LA01041,Madhya Pradesh,Indore,Agricultural,Objection,60,60,29,0,4,4,30,0.316,3.26,126
LA01042,Punjab,Amritsar,Agricultural,Possession,486,15,38,0,5,3,28,0.291,5.16,152
LA01043,Maharashtra,Nashik,Agricultural,Compensation,143,100,15,0,2,106,8,0.109,5.01,178
LA01044,Maharashtra,Nagpur,Agricultural,Objection,241,66,22,0,2,6,38,0.265,13.07,100
LA01045,Madhya Pradesh,Bhopal,Agricultural,Compensation,198,11,45,0,8,14,36,0.275,1.59,168
LA01046,Rajasthan,Udaipur,Industrial,Possession,50,50,59,0,9,24,15,0.368,13.82,242
LA01047,Gujarat,Vadodara,Agricultural,Compensation,455,169,30,0,6,93,66,0.255,3.96,228
LA01048,Uttar Pradesh,Varanasi,Commercial,Compensation,133,34,25,0,4,114,55,0.166,7.31,197
LA01049,Madhya Pradesh,Bhopal,Agricultural,Possession,77,56,22,1,6,18,19,0.277,5.9,132
LA01050,Rajasthan,Kota,Industrial,Objection,191,38,9,0,2,14,13,0.105,13.46,110
LA01051,Uttar Pradesh,Varanasi,Agricultural,Possession,97,26,4,0,1,20,50,0.028,7.24,39
LA01052,Maharashtra,Pune,Agricultural,Notification,500,45,51,0,5,24,0,0.097,31.2,153
LA01053,Uttar Pradesh,Varanasi,Residential,Compensation,119,105,3,0,2,62,12,0.039,19.87,150
LA01054,Punjab,Amritsar,Agricultural,Compensation,172,142,50,0,9,42,35,0.289,3.34,270
LA01055,Rajasthan,Udaipur,Commercial,Compensation,157,126,15,1,11,16,80,0.341,28.94,223
LA01056,Punjab,Amritsar,Agricultural,Compensation,42,42,42,0,11,43,6,0.313,10.17,196
LA01057,Maharashtra,Aurangabad,Agricultural,Compensation,36,36,58,0,7,107,42,0.275,8.76,251
LA01058,Madhya Pradesh,Bhopal,Agricultural,Notification,271,72,45,0,6,17,45,0.195,17.26,153
LA01059,Maharashtra,Nashik,Residential,Objection,139,139,44,0,5,13,20,0.23,2.61,207
LA01060,Gujarat,Surat,Agricultural,Objection,69,35,16,1,7,26,42,0.172,1.86,146
LA01061,Madhya Pradesh,Bhopal,Agricultural,Compensation,167,128,36,1,13,55,51,0.163,7.58,251
LA01062,Madhya Pradesh,Indore,Agricultural,Objection,159,24,39,0,2,24,11,0.097,4.03,158
LA01063,Rajasthan,Jodhpur,Agricultural,Objection,229,139,26,0,3,27,77,0.287,58.78,174
